stim_name,target_bg,l_probe
whites,b,0.56
whites,b,0.53
whites,b,0.56
whites,b,0.53
whites,b,0.53
whites,b,0.53
whites,b,0.53
whites,b,0.53
whites,b,0.53
whites,b,0.56
whites,b,0.56
whites,b,0.56
whites,b,0.53
whites,b,0.56
whites,b,0.56
whites,b,0.53
whites,b,0.56
whites,b,0.56
whites,b,0.53
whites,b,0.56
