trial,stim_name,target_bg,l_probe,response,resp.time,start_time,stop_time
40,sbcs,b,0.72,Left,0.7003,20231103:160350.641742,20231103:160351.679566
41,sbcs,b,0.66,Left,1.06181,20231103:160351.680749,20231103:160353.082880
42,sbcs,b,0.84,Left,2.66134,20231103:160353.084159,20231103:160356.064677
43,sbcs,w,0.4,Left,1.00009,20231103:160356.065124,20231103:160357.446681
44,sbcs,b,0.6,Left,0.95342,20231103:160357.447920,20231103:160358.779347
45,sbcs,b,0.6,Left,1.00938,20231103:160358.780635,20231103:160400.131841
46,sbcs,b,0.6,Left,0.74818,20231103:160400.133075,20231103:160401.221639
47,sbcs,b,0.6,Left,1.33582,20231103:160401.223071,20231103:160402.921800
48,sbcs,w,0.4,Left,2.54124,20231103:160402.923386,20231103:160405.797586
49,sbcs,w,0.22,Left,1.25384,20231103:160405.798846,20231103:160407.397701
50,sbcs,b,0.72,Left,0.93715,20231103:160407.398895,20231103:160408.645839
51,sbcs,w,0.34,Left,0.96075,20231103:160408.647078,20231103:160409.946314
52,sbcs,w,0.22,Left,2.43546,20231103:160409.947605,20231103:160412.715490
53,sbcs,b,0.9,Right,1.81462,20231103:160412.716140,20231103:160414.879108
54,sbcs,w,0.1,Right,1.8355,20231103:160414.880411,20231103:160417.095034
55,sbcs,b,0.9,Left,0.92312,20231103:160417.096320,20231103:160418.375710
56,sbcs,b,0.66,Left,1.3196,20231103:160419.402931,20231103:160421.068330
57,sbcs,w,0.1,Right,1.41757,20231103:160421.069650,20231103:160422.844482
58,sbcs,w,0.4,Left,1.24554,20231103:160422.845767,20231103:160424.410936
59,sbcs,b,0.72,Left,1.14673,20231103:160424.412210,20231103:160425.905467
60,sbcs,b,0.66,Left,0.85846,20231103:160525.448850,20231103:160526.645745
61,sbcs,w,0.28,Left,0.77179,20231103:160526.646144,20231103:160527.772216
62,sbcs,b,0.78,Left,1.54228,20231103:160527.773464,20231103:160529.677439
63,sbcs,b,0.6,Left,0.79011,20231103:160529.678704,20231103:160530.824454
64,sbcs,b,0.6,Left,1.95684,20231103:160530.825714,20231103:160533.152298
65,sbcs,b,0.84,Left,1.56064,20231103:160533.153594,20231103:160535.027946
66,sbcs,b,0.84,Left,1.17543,20231103:160535.029349,20231103:160536.541205
67,sbcs,w,0.34,Left,0.82828,20231103:160536.542465,20231103:160537.689745
68,sbcs,w,0.16,Right,1.05906,20231103:160537.691014,20231103:160539.098124
69,sbcs,b,0.66,Left,0.70308,20231103:160539.099526,20231103:160540.140296
70,sbcs,w,0.4,Left,0.70993,20231103:160540.141559,20231103:160541.179560
71,sbcs,b,0.66,Left,0.70305,20231103:160541.180831,20231103:160542.219796
72,sbcs,w,0.4,Left,0.85126,20231103:160542.221085,20231103:160543.417987
73,sbcs,b,0.72,Left,0.96065,20231103:160543.419258,20231103:160544.749443
74,sbcs,b,0.72,Left,0.90614,20231103:160544.782429,20231103:160546.064152
75,sbcs,b,0.9,Left,2.29568,20231103:160546.065082,20231103:160548.669321
76,sbcs,b,0.9,Left,0.9824,20231103:160548.670558,20231103:160549.971494
77,sbcs,w,0.16,Right,0.69538,20231103:160550.024181,20231103:160551.064929
78,sbcs,w,0.28,Left,0.66426,20231103:160551.066179,20231103:160552.047877
79,sbcs,w,0.16,Right,1.07995,20231103:160552.048655,20231103:160553.449493
80,sbcs,b,0.6,Left,0.80756,20231103:160553.450760,20231103:160554.591805
81,sbcs,b,0.66,Left,0.98815,20231103:160554.593050,20231103:160555.923201
82,sbcs,w,0.34,Left,0.9084,20231103:160555.924610,20231103:160557.201188
83,sbcs,w,0.16,Right,0.88063,20231103:160557.202429,20231103:160558.430008
84,sbcs,b,0.78,Left,0.85119,20231103:160558.431269,20231103:160559.622416
85,sbcs,w,0.22,Left,0.76271,20231103:160559.623687,20231103:160600.749396
86,sbcs,b,0.78,Left,0.82254,20231103:160600.750643,20231103:160601.894691
87,sbcs,w,0.1,Right,0.80477,20231103:160601.896176,20231103:160603.035464
88,sbcs,b,0.84,Left,0.78425,20231103:160603.036666,20231103:160604.214840
89,sbcs,b,0.72,Left,0.80261,20231103:160604.216247,20231103:160605.360543
90,sbcs,b,0.66,Left,0.71959,20231103:160605.361830,20231103:160606.404065
91,sbcs,w,0.34,Left,0.86808,20231103:160606.405349,20231103:160607.599570
92,sbcs,w,0.4,Left,0.85011,20231103:160607.600861,20231103:160608.825646
93,sbcs,b,0.78,Left,1.26133,20231103:160608.826906,20231103:160610.475039
94,sbcs,w,0.4,Left,0.84554,20231103:160610.476344,20231103:160611.672379
95,sbcs,b,0.9,Right,1.2276,20231103:160611.673883,20231103:160613.232356
96,sbcs,w,0.22,Left,0.81612,20231103:160613.264794,20231103:160614.406144
97,sbcs,b,0.9,Left,1.52319,20231103:160614.407389,20231103:160616.286308
98,sbcs,b,0.6,Left,0.8261,20231103:160616.287592,20231103:160617.430139
99,sbcs,b,0.9,Left,1.39085,20231103:160617.431527,20231103:160619.179917
100,sbcs,b,0.78,Left,1.75758,20231103:160619.214705,20231103:160621.302232
101,sbcs,w,0.22,Right,0.89846,20231103:160621.303694,20231103:160622.550656
102,sbcs,b,0.84,Left,3.71545,20231103:160622.552296,20231103:160626.624340
103,sbcs,w,0.22,Left,1.6369,20231103:160626.625742,20231103:160628.611427
104,sbcs,w,0.28,Left,0.55994,20231103:160628.613178,20231103:160629.523980
105,sbcs,b,0.84,Left,2.37467,20231103:160629.525333,20231103:160632.237934
106,sbcs,b,0.66,Left,0.4483,20231103:160632.297541,20231103:160633.075522
107,sbcs,w,0.34,Left,0.56672,20231103:160633.076826,20231103:160633.961942
108,sbcs,w,0.22,Left,0.66809,20231103:160633.963197,20231103:160634.979272
109,sbcs,b,0.78,Left,1.0033,20231103:160634.980593,20231103:160636.332512
110,sbcs,w,0.34,Left,0.67311,20231103:160636.334129,20231103:160637.355467
111,sbcs,w,0.1,Right,0.89004,20231103:160637.414063,20231103:160638.696437
112,sbcs,b,0.66,Left,0.66858,20231103:160638.697701,20231103:160639.682278
113,sbcs,b,0.6,Left,0.52251,20231103:160639.683554,20231103:160640.599136
114,sbcs,w,0.34,Left,0.56612,20231103:160640.600435,20231103:160641.484841
115,sbcs,b,0.84,Left,0.60024,20231103:160641.486107,20231103:160642.418844
116,sbcs,w,0.22,Left,1.76021,20231103:160642.472045,20231103:160644.556197
117,sbcs,w,0.16,Right,0.9342,20231103:160644.557386,20231103:160645.805175
118,sbcs,w,0.16,Right,0.69383,20231103:160645.806423,20231103:160646.849189
119,sbcs,b,0.66,Left,0.58497,20231103:160646.850452,20231103:160647.814602
