trial,stim_name,target_bg,l_probe,response,resp.time,start_time,stop_time
46,whites,w,0.34,Left,2.58884,20231031:132751.098495,20231031:132754.146772
47,whites,b,0.6,Left,0.86213,20231031:132754.148025,20231031:132755.466415
48,whites,b,0.6,Right,1.06835,20231031:132755.467688,20231031:132757.026029
49,whites,b,0.78,Right,0.45099,20231031:132757.027245,20231031:132757.923169
50,whites,w,0.1,Right,0.44441,20231031:132757.924430,20231031:132758.829881
51,whites,b,0.84,Right,0.77804,20231031:132758.831142,20231031:132800.050354
52,whites,w,0.16,Right,0.42597,20231031:132800.051614,20231031:132800.955294
53,whites,w,0.1,Right,0.36472,20231031:132800.956590,20231031:132801.806863
54,whites,w,0.22,Right,0.5644,20231031:132801.808105,20231031:132802.807353
55,whites,w,0.1,Right,0.31174,20231031:132802.836620,20231031:132803.631498
56,whites,b,0.6,Right,0.46754,20231031:132803.633073,20231031:132804.540769
57,whites,w,0.16,Right,0.46479,20231031:132804.541682,20231031:132805.443231
58,whites,b,0.84,Right,0.50439,20231031:132805.444515,20231031:132806.392280
59,whites,b,0.84,Right,0.49066,20231031:132806.393580,20231031:132807.347516
60,whites,b,0.66,Right,0.65148,20231031:132809.478934,20231031:132810.596669
61,whites,b,0.6,Left,0.42567,20231031:132810.597918,20231031:132811.490673
62,whites,b,0.72,Right,0.36172,20231031:132811.491890,20231031:132812.283822
63,whites,b,0.84,Right,0.50194,20231031:132812.285087,20231031:132813.231262
64,whites,b,0.72,Right,0.96117,20231031:132813.232850,20231031:132814.663302
65,whites,w,0.22,Right,0.60344,20231031:132814.664541,20231031:132815.714178
66,whites,w,0.4,Left,0.53531,20231031:132815.752329,20231031:132816.748385
67,whites,w,0.4,Left,0.87461,20231031:132816.749627,20231031:132818.086696
68,whites,b,0.78,Right,0.89522,20231031:132818.087910,20231031:132819.448097
69,whites,b,0.84,Right,0.4638,20231031:132819.449535,20231031:132820.342102
70,whites,b,0.9,Right,0.53303,20231031:132820.343353,20231031:132821.338344
71,whites,w,0.34,Left,0.77626,20231031:132821.339613,20231031:132822.540656
72,whites,b,0.6,Right,1.58864,20231031:132822.541898,20231031:132824.582340
73,whites,w,0.16,Right,0.52186,20231031:132824.583570,20231031:132825.585423
74,whites,w,0.4,Left,0.45091,20231031:132825.586672,20231031:132826.513915
75,whites,w,0.34,Left,1.0442,20231031:132826.568941,20231031:132828.069467
76,whites,b,0.6,Left,0.52826,20231031:132828.070712,20231031:132829.064437
77,whites,w,0.4,Left,0.90706,20231031:132829.065682,20231031:132830.428386
78,whites,b,0.66,Left,1.62229,20231031:132830.429634,20231031:132832.550938
79,whites,b,0.66,Left,1.22604,20231031:132832.552243,20231031:132834.228267
80,whites,w,0.22,Right,1.05593,20231031:132834.229857,20231031:132835.762757
81,whites,w,0.34,Left,0.64996,20231031:132835.764002,20231031:132836.863204
82,whites,w,0.1,Right,0.41386,20231031:132836.864513,20231031:132837.703978
83,whites,b,0.72,Right,1.66312,20231031:132837.734884,20231031:132839.828795
84,whites,b,0.84,Right,0.47231,20231031:132839.830049,20231031:132840.774537
85,whites,b,0.66,Left,0.92643,20231031:132840.774931,20231031:132842.137477
86,whites,b,0.72,Left,1.1332,20231031:132842.138740,20231031:132843.708307
87,whites,w,0.4,Left,0.52154,20231031:132843.709540,20231031:132844.701994
88,whites,b,0.78,Right,0.66604,20231031:132844.703414,20231031:132845.840515
89,whites,w,0.28,Left,1.16524,20231031:132845.841753,20231031:132847.464256
90,whites,w,0.28,Right,0.74541,20231031:132847.465515,20231031:132848.675253
91,whites,w,0.22,Right,0.42476,20231031:132848.676506,20231031:132849.570847
92,whites,b,0.66,Left,0.70431,20231031:132849.572107,20231031:132850.726784
93,whites,w,0.1,Right,0.3483,20231031:132850.728356,20231031:132851.530275
94,whites,b,0.78,Right,0.73385,20231031:132851.531513,20231031:132852.738199
95,whites,w,0.22,Right,0.53144,20231031:132852.739460,20231031:132853.748952
96,whites,w,0.4,Left,0.55417,20231031:132853.750195,20231031:132854.746840
97,whites,b,0.78,Right,0.59841,20231031:132854.775567,20231031:132855.830831
98,whites,w,0.28,Right,0.60307,20231031:132855.832099,20231031:132856.884174
99,whites,b,0.9,Right,0.55764,20231031:132856.885463,20231031:132857.882570
100,whites,w,0.1,Right,0.86496,20231031:132857.883834,20231031:132859.208461
101,whites,w,0.34,Left,0.52091,20231031:132859.209823,20231031:132900.152368
102,whites,w,0.34,Right,2.02467,20231031:132900.153631,20231031:132902.615055
103,whites,b,0.78,Right,0.51614,20231031:132902.616328,20231031:132903.560940
104,whites,b,0.9,Right,0.47288,20231031:132903.561375,20231031:132904.506446
105,whites,w,0.1,Right,0.73283,20231031:132904.507727,20231031:132905.661930
106,whites,w,0.28,Left,0.43285,20231031:132905.691739,20231031:132906.583020
107,whites,b,0.78,Right,0.47248,20231031:132906.584325,20231031:132907.530750
108,whites,b,0.72,Right,0.44018,20231031:132907.531995,20231031:132908.426238
109,whites,b,0.6,Left,0.44399,20231031:132908.427494,20231031:132909.318152
110,whites,b,0.9,Right,0.5209,20231031:132909.319399,20231031:132910.261158
111,whites,w,0.16,Right,0.83099,20231031:132910.262425,20231031:132911.523305
112,whites,b,0.66,Left,0.64412,20231031:132911.524112,20231031:132912.627414
113,whites,b,0.6,Left,0.53766,20231031:132912.628686,20231031:132913.626208
114,whites,w,0.4,Left,0.54888,20231031:132913.627702,20231031:132914.637999
115,whites,b,0.9,Right,0.92153,20231031:132914.639232,20231031:132916.000393
116,whites,w,0.28,Right,4.61149,20231031:132916.001574,20231031:132921.082114
117,whites,b,0.72,Right,0.87091,20231031:132921.083555,20231031:132922.426507
118,whites,b,0.6,Left,0.99456,20231031:132922.427774,20231031:132923.847628
119,whites,w,0.34,Left,1.02238,20231031:132923.848885,20231031:132925.317894
