trial,stim_name,target_bg,l_probe
0,sbcs,b,0.96
1,sbcs,b,0.96
2,sbcs,b,0.96
3,sbcs,b,0.96
4,sbcs,b,0.93
5,sbcs,b,0.93
6,sbcs,b,0.96
7,sbcs,b,0.93
8,sbcs,b,0.96
9,sbcs,b,0.93
10,sbcs,b,0.93
11,sbcs,b,0.96
12,sbcs,b,0.93
13,sbcs,b,0.93
14,sbcs,b,0.93
15,sbcs,b,0.96
16,sbcs,b,0.93
17,sbcs,b,0.96
18,sbcs,b,0.96
19,sbcs,b,0.93
