BG,Bw,Tw,Bb,Tb,0.1,0.16,0.22,0.28,0.34,0.4,0.6,0.66,0.72,0.78,0.84,0.9
59.39,332.93,117.49,30.16,116.45,37.46,45.23,56.92,66.6,73.59,94.74,156.5,171.07,200.6,242.5,268,306.3
