trial,stim_name,target_bg,l_probe
0,sbcs,b,0.96
1,sbcs,b,0.93
2,sbcs,b,0.93
3,sbcs,b,0.96
4,sbcs,b,0.93
5,sbcs,b,0.96
6,sbcs,b,0.93
7,sbcs,b,0.96
8,sbcs,b,0.96
9,sbcs,b,0.93
10,sbcs,b,0.93
11,sbcs,b,0.93
12,sbcs,b,0.96
13,sbcs,b,0.96
14,sbcs,b,0.96
15,sbcs,b,0.93
16,sbcs,b,0.96
17,sbcs,b,0.93
18,sbcs,b,0.93
19,sbcs,b,0.96
